id,title,description,label,label_text
5803,Japan October/December GNP up 0.8 pct (July/Sept revised 0.7 rise) - official,,5,other
10211,NORTHERN INDIANA <NI> 12 MTHS FEB 28 LOSS,"Shr loss 66 cts vs profit 1.07 dlrs Net loss 20,957,000 vs profit 11,041,000 Revs 1.54 billion vs 1.85 billion Avg shrs 73.2 mln vs 71.7 mln NOTE: 1986 net excludes charge of 94.8 mln dlrs or 1.32 dlrs a share from abandonment of Bailly nuclear plant. Northern Indiana Public Service Co is full name of company. Reuter",0,earn
18857,KELLEY OIL <KLY> BUYING OIL PROPERTIES,"Kelley Oil and Gas Partners Ltd said it has agreed to purchase all of CF Industries Inc's oil and natural gas properties for about 5,500,000 dlrs, effective July 1. It said the Louisiana properties had proven reserves at year-end of 11 billion cubic feet of natural gas and 85,000 barrels of oil, condensate and natural gas liquids. Kelley said it currently owns working interests in some of the properties. Reuter",5,other
20646,DE LAURENTIIS ENTERTAINMENT <DEG> 2ND QTR LOSS,"Period ended August 31. Shr loss 52 cts vs profit 16 cts Net loss 4,987,000 vs profit 1,570,000 Revs 18.0 mln vs 24.7 mln Six Mths Shr loss 2.14 dlrs vs loss seven cts Net loss 20,525,000 vs loss 557,000 Revs 25.6 mln vs 30.8 mln Note: Full name De Laurentiis Entertainment Group Inc. Reuter",0,earn
11026,AUDI OFFERS CASH INCENTIVE TO CURRENT OWNERS,"Audi of America Inc said it introduced the ""Audi Private Purchase Plan"" in which it will offer 5,000 dlr purchase certificates exclusively to current owners of 1984-86 Audi 5000 vehicles. It said owners must apply the certificates toward purchase or lease of any new 1987 Audi 5000 series vehicle. The program will run between April 1 and June 30, and more than 150,000 certificates will be mailed. A company spokesman said eligible owners need not trade in their old cars to take advantage of the offer. He also said the scheme was not prompted by the fact that Audi had to recall thousands of its cars earlier this year to correct a possible defect that caused some of the cars to accelerate suddenly. Reuter",5,other
20254,BANKERS TRUST NEW YORK CORP 3RD QTR SHR 2.03 DLRS VS 1.53 DLRS,,5,other
19639,HELENE CURTIS INDUSTRIES INC <HC> 1ST QTR NET,"Period end May 31 Shr profit four cts vs loss 22 cts Net profit 139,000 vs loss 799,000 Revs 101.9 mln vs 86.8 mln Reuter",0,earn
10428,MORGAN GUARANTY JOINS DEALERS FOR BSAF PROGRAM,Morgan Guaranty Ltd said it has been added to the group of dealers for the euro-commercial paper program for BASF Corp that was launched last year. The program is for an unspecified amount and is guaranteed by the parent BASF Ag. The other dealers are Union Bank of Switzerland and Morgan Stanley International. REUTER,5,other
14482,WASTE MANAGEMENT <WMT> CANNOT ACCOUNT FOR DROP,"Waste Management Inc said in response to a Reuters inquiry that it knew of no reason to account for the decline in its stock, trading at 74-1/4, off 2-5/8. Reuter",5,other
20026,"W.GERMAN CAR OUTPUT, EXPORTS RISES IN SEPTEMBER","West German car and van production rose in September to 407,600 from 386,000 in September 1986, while exports climbed to 226,300 from 218,200, the German Automobile Industry Association VDA said. The association added that incoming domestic orders in September were above, and foreign orders roughly equal, to those in September last year. Car and van production rose in the first nine months of the year to 3.25 mln from 3.19 mln. But exports fell to 1.80 mln from 1.85 mln Output of light trucks fell in September to 13,200 from 14,700, while heavy truck production was unchanged at 10,100. Over the nine month period, light truck production fell to 109,300 from 129,200, while heavy truck production dipped to 83,800 from 84,700. Exports of light trucks fell in September to 7,800 from 9,000 and to 66,600 from 84,300 in the first nine months. Exports of heavy trucks rose to 5,500 in September from 4,600 in September last year and to 47,800 from 45,300 in the first nine months. REUTER",5,other
20631,"STOLTENBERG SAYS CRITICISM NOT ""ONE-WAY STREET""","Finance Minister Gerhard Stoltenberg said he was surprised by recent criticism of West German economic policies voiced by U.S. Treasury Secretary James Baker but added that the criticism was not purely one-sided. Stoltenberg told the West German Trade and Industry Association (DIHT) that before a meeting with Baker on Monday, ""There had been surprising notes of criticism (from the United States)."" He added. ""Criticism is not a one-way street."" He did not elaborate, but Bonn has often called on the U.S. To reduce its federal budget deficit. Over the weekend Baker had criticised West German economic policies, saying that rises in domestic interest rates here were not in the spirit of last February's Louvre pact to stabilise currencies. Stoltenberg told the DIHT that his meeting on Monday with Baker had resolved differences between the two countries. At a news conference earlier on Tuesday Stoltenberg had declined to comment specifically on Baker's criticisms, but he had said that after three hours of discussions on Monday, ""one remark or another has been clarified."" Reuter",5,other
6985,NORTH KOREA TO RESURRECT GOLD MINE TO REPAY DEBT,"Pyongyang and a group of Tokyo-based North Korean businessmen plan to resurrect a North Korean goldmine and boost annual output to almost one tonne within two years from 600 pounds at present, said Li Sangsu, a spokesman for <Unzan Mine Development Co>, the venture partner. Work will begin on April 3 and the company aims to increase output to 10 tonnes within a decade to pay off Pyongyang's 70 billion yen debt to 30 Japanese companies, Li added. ""We expect this mine to be worth about 2,000 billion yen in gold deposits,"" he said. The mine, started in 1896 by a U.S. Company, is one of six or seven virtually untapped mines in the Unzan area, 94 miles north of Pyongyang, Li said. Li said modern equipment and advanced technology would increase yields. ""Up to now, the mining was done with antiquated methods and basic equipment."" The gold mine scheme is the latest in a series of moves by North Korea to clear its debts to Japanese creditors. Earlier this year, Pyongyang tried and failed to pay off part of its debt with several tonnes of fish. REUTER",5,other
7518,SOUTHERN CALIFORNIA EDISON CO <SCE> QTLY DIV,Qtly div 57 cts vs 57 cts Pay April 30 Record April 3 Reuter,0,earn
20080,LOUVRE ACCORD VITAL TO W.GERMANY - STOLTENBERG,"West German Finance Minister Gerhard Stoltenberg said the Louvre accord was vital to West Germany. Stoltenberg told a news conference ""Given West Germany's unusually high dependence on world trade and exports, it is vital for West Germany ... To continue its constructive contribution to trusting (international) cooperation on the basis of the Louvre accord."" Some monetary analysts have speculated that inflation-conscious Bundesbank vice president Helmut Schlesinger may have been leading the central bank to a course of tighter monetary policy. Stoltenberg is due to attend a routine Bundesbank meeting on Thursday in West Berlin. He declined to forecast what, if any, policy decisions the Bundesbank might take. REUTER",4,money-fx
8796,SUDAN REJECTS IMF DEMAND FOR DEVALUATION,"Sudan has rejected a demand by the International Monetary Fund for a currency devaluation because such a move would have a negative impact on its economy, the official Sudan News Agency (SUNA) reported. Finance Minister Beshir Omer, quoted by SUNA, said his government also rejected an IMF demand to lift state subsidies on basic consumer goods. SUNA, monitored by the British Broadcasting Corporation, said Omer made the remarks after a meeting in Khartoum yesterday with IMF envoy Abdel-Shakour Shaalan. Sudan, burdened by a foreign debt of 10.6 billion dlrs, is some 500 mln dlrs in arrears to the IMF, which declared it ineligible for fresh loans in February last year. In February 1985, Sudan announced a 48 pct devaluation of its pound against the dollar, adjusting the official exchange rate to 2.5 pounds to the U.S. Currency. Since then, it has resisted pressure from main creditors for more currency adjustments, arguing that past devaluations had failed to boost exports but raised local consumer prices. Sudan also has an incentive rate of four pounds to the dollar for foreign visitors and remittances by expatriate workers. Dealers in Khartoum's thriving black market said the dollar was sold at 5.5 pounds today. With stringent import regulations and the government increasingly short of foreign currency, black market dollars are used to finance smuggled imports from neighbouring countries, mainly Egypt, Kenya, Ethiopia and Zaire. Western diplomats in Khartoum say the meetings betw",4,money-fx
12838,LIFFE T-BONDS GAIN ON JOBS DATA,"U.S. T-bond futures gained half a point in the few minutes after news that the U.S. Non-farm payroll rose more slowly than earlier believed over the last two months, dealers said. June T-bonds were trading at 97-2/32, or 31/32 down on the day, immediately before the figures. When the news came out, they made session highs of 97-17/32 before slipping to 97- 12/32. The payroll rose by 164,000 in March, against analysts' expectations of a 225,000 gain, while the Labour Department revised the February increase down to 236,000 from 337,000. REUTER",5,other
17654,LITTLE REACTION TO COMEX PRICE LIMIT REMOVAL,"The elimination of price limits on precious metals contracts trading at the Commodity Exchange in New York appears to be having little effect on the market, analysts said. ""There is nothing apparent from the change,"" said William O'Neill, director of futures research at Elders Futures Inc. ""The market has not approached the old price limits and trading is relative quiet, in narrow ranges,"" he added. Gold futures, which previously had a limit of 25 dlrs on market moves in most back months, were about 7.00 dlrs weaker in the nearby contracts amid thin conditions, traders said. On May 5, COMEX did away with price limits on the two contracts following spot after a volatile market in silver futures at the end of April caused severe disruptions. During the last week of April, silver futures traded up and down the price limit in the back months, causing traders to rush into the spot contract to offset those moves, analysts said. As a result, Elders' O'Neill said, there was much confusion, many unmatched trades, and large losses. The COMEX fined Elders Futures and three other large firms a total of 100,000 dlrs for failure to resolve unmatched trades in a timely manner. Silver futures were trading about 30-40 cts weaker in the nearby contracts amid quiet trading today. O'Neill said the elimination of price limits on all COMEX metals futures would add caution to trading since all contracts could move any distance. ""This is amore realistic approach because the metals market is a 24 hou",5,other
15962,MEDIVIX <MEDX> UNIT IN PACT FOR MAIL ORDERS,"Medivix Inc said its American Subscription Plan Inc subsidiary signed a contract with <Midwest Benefits Corp> to provide mail order prescription services for employees of 300 companies. Midwest acts as a third party administrator for the companies, Medivix said. The company said it anticipates the new pact will generate substantial revenues during the next 12 months. Reuter",5,other
15755,"CANADIAN AIRLINES, FLYING TIGER IN PACT","(Canadian Airlines International Ltd) said it signed an agreement with (The Flying Tiger Line Inc), that will offer Canada's first around-the-world cargo service. The service, from Mirabel airport, will link Canada to a large network of worldwide air freight markets using wide-body B747 freighter aircraft, Canadian Airlines said. It said the agreement calls for the two companies to share aircraft capacity on a 50/50 basis and compete independently for cargo on the route. The airline said the joint operating agreement will give Canadian shippers a fast, reliable and cost effective way of moving their products to major markets, including the U.S. Reuter",5,other
14925,THYSSEN UNIT TO COOPERATE WITH CANADIAN FIRM,"Thyssen AG <THYH.F> unit Thyssen Guss AG, a metals group, said it had agreed to cooperate with Canadian firm <Cercast Inc> to manufacture fine casting products. Both companies would merge plants in the West German towns of Soest and Moers under a new company in which the two groups would have equal shares in a capital of three mln marks. A spokeswoman for Thyssen Industrie AG, which holds 100 pct of Thyssen Guss, said the joint-venture should produce turnover of an annual 40 mln marks. Thyssen Industrie is held 90 pct by Thyssen AG. REUTER",5,other
20334,BANC ONE CORP <ONE> 3RD QTR NET,Shr 66 cts vs 57 cts Net 64.0 mln vs 52.9 mln Nine mths Shr 1.49 dlrs vs 1.64 dlrs Net 142.2 mln vs 153.3 mln Assets 18.04 billion vs 16.63 billion Deposits 13.97 billion vs 12.78 billion Loans 12.54 billion vs 10.81 billion Reuter,0,earn
8340,HOSPOSABLE PRODUCTS INC <HOSP> 4TH QTR NET,"Shr 12 cts vs eight cts Net 102,002 vs 59,396 Sales 3,024,423 vs 2,437,489 Avg shrs 1,032,000 vs 746,004 Year Shr 64 cts vs 45 cts Net 570,491 vs 340,852 Sales 11.1 mln vs 10.6 mln Avg shrs 1,032,000 vs 753,948 Reuter",0,earn
20700,TEXAS INDUSTRIES INC <TXI> SETS PAYOUT,Qtrly div 20 cts vs 20 cts prior Pay Nov 27 Record Nov Six Reuter,5,other
17613,CENTRAL HOLDING CO <CHOL.O> SETS QUARTERLY,Qtly div five cts vs five cts prior Pay July 15 Record June 30 Reuter,5,other
19530,ZIMBABWE WAGE FREEZE SHOWS ECONOMIC MALAISE,"Zimbabwe's temporary freeze on salaries, wages and prices will give the economy a breather, but radical economic reforms are needed to resuscitate business and attract foreign investment, economists said. They said the June 24 freeze on government, state company and private sector wages until January 1988 has postponed, rather than provided, solutions to Zimbabwe's economic problems. They urged a review of the tax system, the introduction of investment incentives, a review of foreign exchange and price controls and a check on government expenditure. These measures would aim to stimulate investment and create employment for the 100,000 school leavers annually seeking jobs. The freeze, which Finance Minister Bernard Chidzero said would check production costs and reduce the budget deficit, has been partly welcomed by business but criticised by workers whose real purchasing power has been severely eroded since 1980. The government announced the freeze amid a worsening economic crisis caused by serious drought, a budget deficit of more than one billion Zimbabwean dlrs and an acute balance of payments problem owing to debt service costs, now 357 mln U.S. Dlrs on an external debt of two billion U.S. Dlrs. The crisis has forced the country to make companies halve dividend remittances to overseas shareholders. The Zimbabwe National Chamber of Commerce supported the freeze on wages and salaries but criticised the promised stricter control of prices of goods and services. ""If those comp",5,other
9534,BAKER SAYS U.S. WILLING TO COOPERATE TO STABILIZE EXCHANGE RATES,,4,money-fx
12504,CPC INTERNATIONAL <CPC> SELLS SOUTH AFRICAN UNIT,"CPC International Inc said it has completed the sale of its South African subsidiary Robertsons Pty Ltd to a consortium of European and South African investors for an undisclosed amount in excess of book value due to the increasing difficulty of operating there. It said the operation accounted for less than two pct of worldwide sales of 4.5 billion dlrs in 1986. The company said small royalties expected to result from use of CPC trademarks by the new owners will be utilized for social programs in south Africa."" It said no significant impact on earnings is expected from the sale. Reuter",1,acq
3016,U.K. CREDIT BUSINESS FALLS IN JANUARY,"New credit advanced by finance houses, retailers, bank credit cards and other specialist providers of credit slipped to 2.66 billion stg in January from 2.78 billion in December - but remained close to the average level for 1986's fourth quarter, the Department of Trade and Industry said. Of the January total, 1.15 billion stg was advanced on bank credit cards. On a three-month basis, total advances in November to January were 3.0 pct lower than in the previous three months. Within this total, lending to consumers fell by 6.0 pct and lending to businesses declined by 5.0 pct. At end-January 1987, the total amount outstanding was 24.07 billion stg, up from December's 23.77 billion stg and 3.0 pct above the total three months earlier, the department said. January saw a rise of 300 mln stg in amounts outstanding to finance houses, other specialist credit grantors and retailers. The department said advances on credit cards rose by 1.0 pct between the latest two three-month periods. Retailers advanced 3.0 pct less in the latest three months than in the previous three months, it said. REUTER",5,other
3533,BANK OF ENGLAND DOES NOT INTERVENE IN MONEY MARKET,"The Bank of England said it did not operate in the money market during the morning. Initially, the bank forecast a liqudity shortage of some 300 mln stg for the market today. Overnight interbank sterling traded at the 11-1/4 1/8 pct level for most of the morning while period rates have eased on the strength of sterling, dealers said. At 1200 gmt, sterling's trade-weighted index was up 0.6 at 72.7. REUTER",4,money-fx
16248,MORE BRITISH GOLD ARTICLES HALLMARKED,"The number of British gold articles hallmarked during the first quarter of this year rose by more than 11 pct on the corresponding period last year, figures released by the Assay Offices of Great Britain show. More than 2.5 mln British items were hallmarked during the quarter, up 11.1 pct on the same year ago period. The four Assay Offices also marked 832,222 foreign gold articles, up 2.5 pct on last year. In weight terms the 7.19 mln grams of British gold assayed was a 15.3 pct increase, while the 2.95 mln grams of foreign gold represented a rise of 3.1 pct. British silver goods assayed totalled 698,132, an increase of 6.2 pct but only 78,457 foreign items were marked, a fall of 11.1 pct. A total of 10,968 kilos of silver were assayed, an 11.1 pct rise. The number of platinum items marked fell 12.5 pct to 1,785, while in weight terms the total slipped 8.1 pct to 9,849 grams. A spokesman for the Assay Offices of Great Britain said he was particularly encouraged to see the percentage increase for British manufactured goods. Reuter",5,other
20085,GERMAN NEW CAR REGISTRATIONS RISE IN SEPTEMBER,"West German new car registrations rose four pct last month compared with September 1986, and were 28 pct higher than August's figure, the Federal Motor Office said. September new car registrations totalled 234,518, up from 225,581 in the same month a year ago and from 183,224 in August. In the first nine months of this year, new car registrations rose 2.9 pct to 2.18 mln from 2.12 mln during January/September 1986. Total vehicle registrations in the period rose to 2.42 mln from 2.35 mln in January/September last year. REUTER",5,other
12804,JAPAN DENIES CHIP MARKET DOMINATION CHARGES,"A top Japanese official has insisted that the country was living up to its microchip pact with the US. ""It cannot be thought, nor should it be thought, we are trying to dominate semiconductors,"" Ministry of International Trade and Industry (MITI) vice minister Makoto Kuroda said in a newspaper interview. Kuroda, who will head a Japanese team going to Washington next week for emergency talks on semiconductors, told the Tokyo Shimbun that he would try his best to convince the United States of Japan's case. Washington last week announced an imposition of tariffs on Japanese electronic products in retaliation for what it sees as Tokyo's failure to abide by the pact. Under the agreement Japan would stop selling cut-price chips in world markets and try to buy more American chips. Kuroda told the newspaper that Tokyo has already taken measures to back up the pact, including production cutbacks. While Japanese users are trying to increase chip imports, Tokyo cannot guarantee the United States a specified share of what in Japan is a free market, he said. REUTER",5,other
2356,AMERICAN HOME <AHP> UNIT TO GET RIGHTS TO DRUG,"Polydex Pharmaceuticals Ltd <POLYXF> said the Canadian unit of American Home Products Corp's Ayerst Labs subsidiary will probably receive marketing and distribution rights to its cholesterol lowering drug Dexide, now in clinical trials in Canada. George Usher, president of Dextran Products Limited, the Canadian subsidiary of Polydex, said that the company will file in August to both U.S. and Canadian regulatory authorities to receive marketing approval for the drug. He also said that American Home Products would quite possibly get distribution rights to the drug in the U.S. Reuter",5,other
20269,OLIN CORP <OLN> 3RD QTR NET,"Shr 64 cts vs 40 cts Net 14.9 mln vs 8,600,000 Revs 468.5 mln vs 411.7 mln Nine mths Shr 2.64 dlrs vs 2.96 dlrs Net 61.6 mln vs 67.0 mln Revs 1.43 billion vs 1.32 billion Reuter",0,earn
11983,GEORGIA PACIFIC <GP> SEES GAIN FROM SALE,"Georgia-Pacific Corp said its second quarter results will include a gain of 60 mln dlrs pre-tax, or 34 cts per share after-tax, from the sale of its interest in <Georgia Gulf Corp>. The company said it is selling warrants for about 1.8 mln shares of Georgia Gulf common stock to Goldman Sachs and Co in connection with the 4.8 mln share offering of Georgia Gulf. It said it received the warrants when it agreed to sell its commmodity chemical operations to Georgia Gulf in 1984. Reuter",0,earn
16294,IRVING BANK CORP <V> 1ST QTR NET,Shr 1.51 dlr vs 1.62 dlr Net 28.6 mln vs 30.4 mln Assets 23.8 billion vs 20.9 billion Deposits 15.5 billion vs 14 billion Loans 13.8 billion vs 12 billion Reuter,0,earn
2442,"N.Y. BUSINESS LOANS RISE 523 MLN DLRS IN FEB 25 WEEK, FED SAYS",,5,other
2749,CANADA CORN DECISION UNJUSTIFIED - YEUTTER,"U.S. trade representative Clayton Yeutter said Canada's finding announced today that U.S. corn imports injure Canadian farmers is ""totally unjustified."" ""U.S. corn exports to Canada are so small that it is inconceivable that they injure Canadian corn farmers by any reasonable measure,"" Yeutter said in a statement. He said if other countries follow Canada's lead it could result in ""a rash of protectionist actions throughout the world."" French corn growers have recently indicated they will challenge U.S. corn gluten feed shipments to Europe. Yeutter said the U.S. will examine the Canadian decision closely and if the U.S. believes the decision was not based on facts, ""will carefully evaluate appropriate responses."" Yeutter did not say what steps the U.S. may take in response. Reuter",5,other
1662,<RANGE ROVER> TO SELL VEHICLES IN U.S.,"Range Rover of North America Inc, a subsidiary of the British Land Rover Group, said it would begin selling the luxury utility vehicles in the United States March 16 at a suggested retail price of 30,825 dlrs. Range Rover executives told Reuters after a press conference they expect to generate 80 mln dlrs in revenues this year, but that the U.S. venture is not expected to become profitable until 1989. The executives said they expect to sell 3,000 of the vehicles this year from an initial network of 37 dealers, which will be gradually expanded to 65 within a year. Range Rover's project, aimed at buyers with household incomes above 100,000 dlrs annually, is the culmination of a four-year effort by Land Rover Group to introduce the British-build vehicle in the U.S. market. The executives said the only option to be offered with the vehicles will be a leather upholstery package priced at 1,025 dlrs. Reuter",5,other
4211,NASD NAMES NEW BOARD MEMBER,"The <National Association of Securities Dealers> said it has named Jaguar Cars Inc president Graham W. Whitehead as one of its three governors-at-large representing companies listed on the NASDAQ system. Jaguar Cars is the U.S. marketing arm of Jaguar PLC <JAGRY>, which was NASDAQ's third-most-actively traded issue in 1986. Reuter",5,other
13688,BRAZIL SEAMEN'S STRIKE ENDS,"A Brazilian seamen's strike, which began on February 27 and has been tapering off for weeks, has now ended, a seamen's spokesman said. The spokesman said the seamen had signed an agreement with the state-owned Lloyd Brasileiro company on Saturday for a 120 pct salary rise. The national strike had been tailing off since mid-March as seamen struck individual accords with companies. At the height of the stoppage, seamen said about 200 ships were strike-bound. Reuter",5,other
5522,FRANKLIN RESOURCES INC <BEN> SETS QUARTERLY,Qtly div six cts vs six cts prior Pay April 10 Record March 27 Reuter,0,earn
5137,ECUADOR SUSPENDS PAYMENTS TO PRIVATE BANKS,"Ecuadorean President Leon Febres Cordero said his country was unilaterally suspending payments to private foreign banks due to last week's earthquake which caused up to one billion dollars in damage. Febres Cordero, quoted in an Information Ministry communique, said: ""We have to ratify this suspension ... on debt service to the private international banks. ""I am not ashamed to say it, there definitely isn't a way to pay,"" he said. Ecuador had already suspended payments to private foreign banks, holding two-thirds of Ecuador's 8.16 billion dollar foreign debt, from last January due to a cash-flow squeeze stemming from a slide in world oil prices last year. But finance officials had earlier said the length of the suspension would depend on negotiations with private foreign banks. The information ministry communique said febres cordero made these statments to reporters at lago agrio, at the heart of ecuador's region of jungle oilfields, before returning to quito. Febres cordero said up to a total of 1,000 people died or were missing in avalanches and mudslides during the march 5 earthquake. The tremor damaged an oil pipeline, thus barring all crude exports for a projected five months. Oil accounts for up to two-thrids of ecuador's total exoprts and for as much as 60 per cent of the government's revenues. He did not specify for how long the suspension of payments would last. Ecuador owes private foreign banks 450 to 500 mln dlrs in interest payments for the rest of the year and 6",5,other
16011,TENNEX INDUSTRIES TO BUILD PLANT IN TENNESSEE,"<Tennex Industries Inc>, a Japanese owned supplier of air cleaners for the automotive industry, said it will build a seven mln dlr plant in Munfreesboro, Tenn. The company said the 37,500-square-foot plant will initially supply parts to <Nissan Motor Manufacturing Corp USA> in nearby Smyna. The company said it hopes to eventually produce parts for other U.S. car makers. Reuter",5,other
13317,CHASE-AMP BANK TO LOWER AUSTRALIAN PRIME RATE TO 17.75 PCT FROM 18.25 TOMORROW,,5,other
11625,DOW <DOW> AMENDS RESINS PRICE INCREASE,"Dow Chemical Co's Thermoplastic Resin Department said it is amending a recent price increase for Magnum ABS (A) resins announced March 3 for an effective date of April 1. Dow said that effective April 15 the selling prices for most grades of Magnum ABS resins for the injection molding, custom sheet and automotive markets will rise six cts a pound, instead of the three cts a pound announced previously. Dow also said that the selling prices for performance grades of the resins to the same markets will increase eight cts a pound, rather than five cts as announced before. The company said that Magnum ABS resins for pipe extension will increase three cts a pound, effective April 9, as previously reported. Dow said it altered the increase to reflect changes in the industry over the past month. Reuter",5,other
19549,POLISH FARM PRICES AND COSTS TO RISE FROM JULY,"Polish farmers will receive price rises ranging from 13.4 pct for some crops to 23.3 pct for meat from July 1, the Finance and Agriculture ministries said. The state procurement price for rape will rise 13.4 pct to 5,500 zloties per quintal, while wheat and rye will go up an average 18.2 pct to 3,100 and 2,400 zloties per quintal. Pork will rise by 18.8 pct and beef 23.3 pct. The ministries said the new prices aimed to ensure farmers' profits and meet higher living costs. But at the same time they said fertilisers would rise by an average 50 pct, animal feeds by 38 pct and tractors by 25 pct. REUTER",5,other
6871,"EIA SAYS DISTILLATES OFF 7.6 MLN BBLS, GASOLINE OFF 3.4 MLN, CRUDE OFF 4.4 MLN",,5,other
14747,"CURRENCY TARGET ZONES WILL NOT BE DISCUSSED AT G-7 MEETING, JAPANESE OFFICIALS SAY",,5,other
8977,TELECOM <TELE> COMPLETES SALE,"Telecom Plus INternational Inc said it completed the sale of its 65 pct interest in Tel Plus Communications Inc to Siemens Information Systems INc for about 173 mln dlrs. Telecom received 107 mln dlrs at closing with the balance to be paid in installments. Siemen said it will dispute various matters in the financial statement issues and other matters, it said. Reuter",1,acq
2607,TORONTO DOMINION BANK BUYS SEAT ON TORONTO STOCK EXCHANGE,,5,other
10378,SOUTH AFRICAN RESERVE BANK SEES INFLATION DROP,"South Africa's inflation rate, currently at 16.3 pct, should decline further during 1987, the Reserve Bank said in its latest quarterly review. Although the recent fall in inflation was ""largely attributable to purely statistical factors,"" the decline had clearly been aided by a recovery in the rand's exchange rate, the Bank said. ""The inflation rate stands to benefit further from the more recent advances in the exchange rate in the third quarter of 1986 and in the first few months of 1987,"" it said. REUTER",5,other
4512,JAPANESE CRUSHERS BUY CANADIAN RAPESEED,"Japanese crushers bought 8,000 tonnes of Canadian rapeseed in export business overnight for April shipment, trade sources said. Reuter",5,other
7552,PHILIPPINE COPPER SMELTER FACES SHIPMENT DELAYS,"Copper shipments are likely to be delayed because of power problems at <Philippine Associated Smelting and Refining Corp> (PASAR), the country's only smelter, a company official said. Asked to confirm reports by New York copper trade sources about PASAR's shipment problems, marketing manager Deogracias Madrid told Reuters, ""They are partly correct. There could be a probable delay."" Madrid declined to give more details, or production and export figures, saying the information could lead to speculation. PASAR's smelter is in the central province of Leyte. The New York trade sources said if PASAR's shipments were delayed, customers might have to turn to the London Metal Exchange for supply. ""We have a commitment to our customers and I would not like to comment on that,"" Madrid said. A spokeswoman for the Chamber of Mines said Philippine copper production amounted to 222,644 tonnes in 1986, down slightly from 226,157 tonnes in 1985. She said production in the first two months of 1987 totalled 34,550 tonnes, compared with 36,462 tonnes in the same 1986 period. REUTER",5,other
21160,INFOTRON <INFN.O> NAMES NEW CHIEF EXECUTIVE,"Infotron Systems Corp said James C. Castle has been named president and chief executive officer, succeeding James C. Hann, who becomes vice chairman and will focus on product technology issues. Castle had been president of TBG Information Systems Inc, a subsidiary of Thyssen AG <THYH.G>. Reuter",5,other
18839,CALIFORNIA ENERGY <CECI.O> IN GEOTHERMAL FIND,"California Energy Co Inc said its 10th geothermal production well at the COSO Project in China Lake, Calif., tested one mln pounds of geothermal steam per hour at 420 degrees Fahrenheit from a depth of 3,000 feet. The company said it now has geothermal resrves at COSO sufficient to produce 30 megawatts of power for 30 years. It said it plans to drill another 20 wells at China Lake in 1987. Reuter",5,other
8399,SWEET VICTORY INC <SVIC> YEAR,"Shr loss 1.16 dlrs vs loss 61 cts Net loss 3.5 mln vs loss 1.3 mln Revs 943,938 dlrs vs 480,333 dlrs Reuter",0,earn
3647,NUCOR CORP <NUE> RAISES QUARTERLY,Qtly div nine cts vs eight cts prior Pay May 12 Record March 31 Reuter,0,earn
15485,U.S. FIRST TIME JOBLESS CLAIMS FELL IN WEEK,"New applications for unemployment insurance benefits fell to a seasonally adjusted 338,000 in the week ended March 28 from 355,000 in the prior week, the Labor Department said. The number of people actually receiving benefits under regular state programs totaled 2,436,000 in the week ended March 21, the latest period for which that figure was available. That was down from 2,480,000 the previous week. Reuter",5,other
9809,MICKELBERRY <MBC> COMPLETES SALE OF UNIT,Mickelberry Corp said it has completed the previously-announced sale of the 51 pct of its C and W Group subsidiary that it had retained to N W Ayer Inc for undisclosed terms. Ayer bought the other 49 pct next year. Mickelberry said it will report a gain on the transaction. Reuter,1,acq
12015,ALLIED SUPERMARKETS <ASU> FILES FOR OFFERING,"Allied Supermarkets Inc said it filed with the Securities and Exchange Commission a registration statement covering 240 mln dlrs of debt securities. The company plans to offer 140 mln dlrs of senior subordinated discount debentures and 100 mln dlrs of subordinated debentures. Proceeds will be used to finance Allied's acquisition of Vons Cos Inc. Allied named Drexel Burnham Lambert Inc and Donaldson, Lufkin and Jenrette Securities Corp as co-underwriters of both offerings. Reuter",5,other
8177,DRESDNER DECLINES COMMENT ON SCRIP SHARE REPORT,"A Dresdner Bank AG <DRSD.F> spokesman said the bank had no comment on newspaper reports that shareholders would be offered free subscription shares. Dresdner shares surged to open 10.50 marks higher at 319.50, before climbing further. Other bank stocks also rose strongly and dealers cited speculation already in the market that Deutsche Bank AG <DBKG.F> would make a similar move. Such ""scrip"" issues, if they occurred, would mark the first time German banks had ever issued free shares. The varying reports said Dresdner shareholders may be offered one free share for every 15, 18 or 20 already held. REUTER",0,earn
