id,title,description,label,label_earn
7549,CHINA OMITS KEY REFORM FROM PARLIAMENTARY AGENDA,"Hardliners have blocked debate on a key economic reform in China's parliament, a clear challenge to reformers among the leadership, western diplomats said. The annual session of the National People's Congress next week was to have discussed a draft law which would bolster the independence of factory chiefs while eroding the power of local Communist Party officials. The decision not to include the draft law was announced by the congress's standing committee, the People's Daily said. The committee's chairman is Peng Zhen, considered one of the more conservative figures in the Chinese leadership. The ""factory director responsibility system"" covered by the draft law has already been experimentally introduced in state firms over the last three years, giving managers greater freedom from the control of factory party committees. Diplomats said the agenda decision appeared to contradict assurances by top leader Deng Xiaoping that reforms were not threatened by the current campaign against ""bourgeois liberalisation,"" or western political ideas. Earlier this week Deng raised expectations for the session by saying plans to reform China's political structure would be unveiled in 1987, diplomats said. REUTER",0,0
7343,U.S. CONGRESS THIRD WORLD DEBT PLAN ADVANCES,"A House Banking subcommittee approved a plan to seek U.S. negotiations with other industrialized countries for the purchase of developing country debt from commercial banks. The plan is expected to face opposition in the full House Banking Committee, where approval must be obtained to send it on to the full House for a vote, congressional sources said. Under their plan, Treasury Secretary James Baker would be directed to consider setting up a public debt authority to purchase developing country debt at a discount. The debt would be repackaged for sale to a secondary market. The debt plan was offered by International Development Institutions subcommitte chairman Walter Fauntroy, a non-voting Democratic delegate from the District of Columbia. The negotiations would aim for renegotiation of third world debt with the new U.S. Public Debt Management Authority. The new U.S. institution would act as manager for the loans and oversee economic policies of the developing countries. One of its main purposes is the reduction in the debt service burden of developing countries, Fauntroy said. In addition, the bill asks for a study of the issuance of of Special Drawing Rights to developing countries. Reuter",0,0
12827,TALKING POINT/SANTA FE SOUTHERN <SFX>,"Santa Fe Southern Pacific Corp may have more difficulty combining its two railroads than fending off a possible takeover by Henley Group <HENG>, which has accumulated almost a five pct stake in the real estate and railroad conglomerate, analysts said. Takeover speculation has surrounded Santa Fe since Henley disclosed its stake in the company earlier this week, but analysts and a Santa Fe official were skeptical a takeover is its intention. Analysts also said the company has strong defenses that would easily deter any suitor - one of those being its problems combining its two railroad properties, which hang in regulatory limbo. Richard Fischer of Merrill Lynch and Co Inc said that Santa Fe at December 31 had 580 mln dlrs in cash and cash equivalents, while its long-term debt to capital was just over 25 pct. ""This gives them plenty of borrowing power,"" he said, which could be used against an unwanted suitor. Henley Group's Chairman Michael Dingman has said he wants to take major positions in undervalued natural resource companies. He also told Reuters in an interview he is seeking an acquisition of from two billion to eight billion dlrs. Santa Fe officials don't appear concerned that Henley might launch a takeover. ""I would not characterize the atmosphere around here as one of concern,"" one Santa Fe executive said about Henley. ""I think it's wrong to assume Dingman has formed a firm strategy with Santa Fe,"" said Mark Hassenberg, who covers Henley for DLJ Securities. Analysts s",0,0
175,BANKS EXPRESS GRAVE CONCERN ON BRAZIL DEBT MOVES,"Brazil's 14-bank advisory committee expressed ""grave concern"" to chief debt negotiator Antonio Padua de Seixas over the country's suspension of interest payments, according to a telex from committee chairman Citibank to creditor banks worldwide. Bankers said the diplomatic phrase belied the deep anger and frustration on the committee over Brazil's unilateral move last Friday and its subsequent freeze on some 15 billion dlrs of short-term trade and interbank lines. Seixas, director of the Brazilian central bank's foreign debt department, met the full panel on Tuesday and Wednesday. Seixas, who met again this morning with senior Citibank executive William Rhodes and representatives from committee vice-chairmen Morgan Guaranty Trust Co and Lloyds Bank Plc, told the banks that the government was preparing a telex to explain and clarify the freeze on short-term credits. The telex could be sent to creditors as early as today, bankers said. Despite the rising tempers, bankers said there are no plans for Brazilian finance minister Dilson Funaro to meet commercial bankers during his trip to Washington on Friday and Saturday. Funaro will be explaining Brazil's actions to U.S. Treasury Secretary James Baker, Federal Reserve Board chairman Paul Volcker and International Monetary Fund managing director Michel Camdessus before travelling to Europe at the weekend. Meanwhile, bankers were to hear in New York this afternoon what impact Brazil's hard line would have on Argentina, with an initi",0,0
3897,"USDA ACCEPTS OFFERS FOR 550,000 TONNES OF BONUS WHEAT FOR CHINA",,0,0
64,"GULF APPLIED <GATS> SELLS UNITS, SEES GAIN",Gulf Applied Technologies Inc said it sold its pipeline and terminal operations units for 12.2 mln dlrs and will record a gain of 2.9 mln dlrs in the first quarter. It added that any federal taxes owed on the transaction will be offset by operating loss carryovers. Reuter,1,1
5074,AMERICAN BRANDS INC <AMB> FILES WITH SEC,American Brands Inc said it filed with the Securities and Exchange Commission its financial statements for fiscal 1986 in connection with its previously announced offering outside the U.S. of its 50 mln stg 9-1/2 pct notes due 1994. American Brands said the notes are not to be sold in the U.S. or to a U.S citizen. Reuter,0,0
7056,BP SALE WAS IN UK 1987/88 BUDGET MATHS - TREASURY,"The U.K. Treasury said its 1987/88 budget arithmetic which was unveiled on Tuesday ""took full account of likely proceeds"" from the sale of the government's remaining 31.7 pct stake in British Petroleum Co PLC (BP.L). A statement issued by the Treasury said ""the BP announcement therefore makes no difference to our estimate of privatisation proceeds in 1987/88, or to subsequent years, which remains 5.0 billion stg a year."" ""It makes no difference to the PSBR (Public Sector Borrowing Requirement) which the Chancellor set in the budget,"" it said. ""It has nothing to do with the future scope for tax cuts."" The Treasury's move was prompted by press speculation, officials said, which followed last night's surprise announcement by the government. It currently holds about 578.5 mln shares in BP. The Treasury statement said that the sell-off ""is simply a part of the government's continuing privatisation programme, the overall size of which was announced in the Autumn (economic) Statement"" (last November). It said the BP proceeds ""will be received in installments, of which the first will be in 1987/88."" News of the privatisation weighed down both BP's share price in London and the equity market overall, market sources said. The prospect of so much more BP paper in circulation had cut BP shares at 1340 GMT to 824 pence from yesterday's London close of 828 pence. The company's shares had been down as low as 802 pence before rebounding, stock market sources said. Worries over the ability of",0,0
2447,FINANCIAL CORP <FIN> UNIT BUYS BRANCHES,"Financial Corporation of America's American Savings and Loan Association unit said it signed a definitive agreement to buy three retail savings branches from Gibraltar Financial Corp's <GFC> Gibraltar Savings unit. The purchase, which must be approved by the Federal Home Loan Bank and the California Department of Savings and Loans, would increase American Savings' deposits by about 40 mln dlrs. The branches are in La Jolla, La Mesa and San Juan Capistrano, Calif. Reuter",0,0
10261,JAPAN CONSUMER PRICES UNCHANGED IN FEBRUARY,"Japan's consumer price index (base 1985) was unchanged at 99.7 in February from a month earlier, the government's Management and Coodination Agency said. The index showed a 0.4 pct drop in January. The February index was down one pct from a year earlier for the third consecutive year-on-year drop. In January, the index fell 1.1 pct from a year earlier, the first drop of over one pct since a 1.3 pct drop in September 1958. In February petrol prices increased but winter clothing prices stayed low and vegetable prices fell. The February year on year fall was due to lower vegetable, fuel oil, petrol, electricity and gas prices, and despite higher housing, education, footwear and clothing costs. The unadjusted consumer price index for the Tokyo area (base 1985) in mid-March rose 0.4 pct from a month earlier to 100.6, reflecting higher vegetable prices. The index fell 0.3 pct year on year, the third consecutive yearly drop, reflecting lower food and utility costs. REUTER",0,0
6841,CANADIAN PACIFIC <CP> SEEKS BUYER FOR UNIT,"Canadian Pacific Ltd said it retained Wood Gundy Inc to seek a buyer for Maple Leaf Mills Ltd of Toronto. The company said Maple Leaf had 1986 sales of 819 mln dlrs and an after tax profit of 16.3 mln dlrs. It is a diversified agriproducts company which produces and sells industrial and consumer flour, flour-based products and baked goods. It also operates a fully integrated poultry business and a rendering businesses, markets livestock and poultry feed and distributes grain through a network of country and terminal elevators. Reuter",0,0
8933,TIN PACT EXTENSION LIKELY - ITC DELEGATES,"An extension of the sixth International Tin Agreement, ITA, for one or two years beyond June 30 is increasingly likely, International Tin Council, ITC, delegates said following a special council session today. A formal decision will be taken at the quarterly council session on April 8-9 when decisions are needed on the budget and activities for the year beginning July one, they stated. Delegates said most countries now favour a continued legal ITC presence to answer the still unresolved legal disputes over the outstanding debts of its buffer stock with court hearings likely to continue well after the June 30 expiry of the pact. The ITC was informally told of the appeal made yesterday by Amalgamated Metal Trading Ltd, AMT, against the January court ruling against it in the legal bid it led on behalf of ITC creditor brokers to have the ITC wound up. In January the judge ruled that the U.K. Court had no jurisdiction to wind up the tin council, the ITC was not an association within the meaning of the U.K. Companies act, and the winding-up petition was not a proceeding in respect in respect of an arbitration award. AMT is appealing on all points and has said it is important for the court to accept that a winding-up petition is a move to enforce an arbitration ruling. Reuter",0,0
13966,ROLLS APPROACHES FLOAT WITH PROFITS SET TO RISE,"State-owned engine maker <Rolls Royce Plc> launches its prospectus for privatisation tomorrow with many analysts forecasting higher profits this year. But it is likely to miss contracts to power the proposed <Airbus Industrie> A340 aircraft. The company's so-called ""pathfinder prospectus"" gives all the details of its stock market flotation except for the price at which shares will be offered. Last month, the company announced that pretax profits rose in 1986 to 120 mln stg from 81 mln the year before. Brokers Barclays de Zoete Wedd, BZW, sees 155 mln profit for 1987. Analyst Tim Harris of Phillips and Drew said rising profits and a low tax charge would be offset by the fact that Rolls operated in a sector which traditionally attracted low ratings. Assuming the company was valued at around eight times earnings, this would give a selling price valuing it at about 1.2 billion, though he said the recent good performance of the aerospace sector could nudge this figure upwards. BZW is currently forecasting a higher sale price at between 1.5 billion and 1.7 billion. The price will be increased by it being likely to have much of its debt wiped off by a government anxious to assure the company's health when it has to fend for itself. Rolls was rescued from bankruptcy and taken into state ownership in 1971. When the government announced the sale, it said it would inject permanent capital equivalent to net debt -- around 250 mln stg at end-1986 -- into the company. Analysts noted this w",1,1
2509,ARIZONA APPETITIO'S <AAPI> TO SELL FRANCHISE,"Arizona Appetito's Stores Inc said it has tentatively agreed to sell its franchise operation to privately-held Appetito's Inc. Under the agreement, Appetito's Inc would acquire all Arizona Appetito's assets except for 25,000 dlrs in cash and assume all liabilities for 1,018,000 shares of Arizona Appetito's stock and 150,000 dlrs in a three-year secured promissory note. After the transaction, which is subject to shareholder approval, Arizona Appetito's said it proposes to seek to merge or acquire an existing private company in the food sector. Reuter",0,0
10504,KRUPP MANAGER ARRESTED FOR FRAUD IN W. GERMANY,"A manager with steel producer Krupp Stahl AG <KRPG.F> was arrested yesterday for fraud and falsifying documents, the state prosecutor's office said today. Two executives of steel trading companies in North Rhine Westphalia and Hanover were also arrested for aiding the Krupp manager, a spokesman for the office said. The office identified the manager only as Alex I. He said the manager is charged with faking signatures on forms ordering large shipments of heavy steel plate from one of the trading companies for which Krupp AG paid. The spokesman said the manager ordered the shipments, which on paper were for Krupp Stahl AG in Bochum but were delivered to the trade house near Hanover. The three men are also accused of pocketing profits from the sale of the steel plates, but both Krupp and the prosecutor's office declined comment on how much money was involved. The Hanover daily Hannoversche Allgemeine said in an article today the shipments' order value totalled 100 million marks, while another local daily, the Neue Presse, put the value at 50 million marks. REUTER",0,0
13149,U.S. MEAT PROCESSORS ASK FOR LABELLING CHANGE,"Four U.S. meat processors have asked the federal government to relax a labelling requirement which they said discourages the use of mechanically separated meat, the U.S. Agriculture Department said. The petition, filed by Bob Evans Farms, Odom Sausage Co, Sara Lee Corp and Owens Country Sausage, asks USDA to allow mechanically separated meat to be listed on product labels as the species from which it was derived. For example, ""pork"" would be listed on the ingredients statement instead of ""mechanically separated pork."" Under the petition, the calcium content of the meat product would have to be stated on the label and the mechanically separated meat could constitute no more than 10 pct of the meat and poultry portion of the product. Mechanically separated meat is a high-protein, low-cost product that has been approved for use since 1978, USDA said. Current regulations allow use of mechanically separated ingredients at levels up to 20 pct of the meat and poultry product, but require it to be listed in the ingredient statement as ""mechanically separated (species),"" USDA said. USDA said the petitioning firms claimed companies avoid using mechanically separated meat in their products because the term carries an ""unwarranted negative connotation"" in the minds of many consumers. The petitioners also noted that no similar regulation exists for poultry products. Mechanically separated meat is made by placing carcass parts, which usually have been hand-trimmed but still have some remai",0,0
10518,FIRST SARASOTA HOLDERS APPROVE ACQUISITIONS,"First Sarasota Bancorp said its shareholders approved the acquisition of its City Commercial Bank subsidiary by First Union Corp's <FUNC> First Union National Bank of Florida. The purchase price of the outstanding shares is about 8.6 mln dlrs. The transaction, subject to regulatory approval, is expected to be completed during the second quarter of 1987. After completing the City Commercial acquisition and four other acquisitions having combined assets of 248 mln dlrs, First Union will have assets of 28.6 billion dlrs. Reuter",0,0
8920,CINCINNATI GAS <CIN> FILES SHELF OFFERINGS,"Cincinnati Gas and Electric Co filed with the Securities and Exchange Commission for shelf offerings of up to 1.3 mln shares of cumulative preferred stock and of up to 200 mln dlrs of first mortgage bonds. The utility said terms would be set at the time of sale. An underwriting group will be led by Morgan, Stanley and Co Inc. Proceeds will be used for general corporate purposes, including the financing of new construction and refunding of cumulative preferred stock. Reuter",0,0
8428,TWO U.S. BANCORP <USBC> UNITS MERGE,"U.S. Bancorp's Pacific State Bank of Lincoln City said it plans to merge with U.S. Bancorp's U.S. National Bank of Oregon. Under the pact, Pacific State will become part of the U.S. Bank branch system. The company said the merger is expected to be completed after mid-year, following regulatory approval. All local staff and management will remain the same, it said. Reuter",0,0
12784,"PHILIPPINES SAYS DEBT PACT ""BETTER THAN MEXICO'S'","Central bank governor Jose Fernandez said the 10.3 billion dlr debt restructuring package he and Finance Secretary Jaime Ongpin negotiated with the Philippines' commercial creditors was better than Mexico's. ""I think we got a better deal. It was really an enormous drop, a reduction in rates and that to me is the critical element,"" he told Reuters. He was reacting to comments by local economists who said Manila's debt accord was no better than Mexico's, which had won a 20-year repayment, including a seven-year grace last year at 13/16 points over London interbank offered rates (Libor). The Philippines clinched a repayment of 17 years, including a grace period of 7-1/2 years on 10.3 billion dlrs of its total debt of 27.8 billion. But Fernandez said what was more significant was that Manila came down from 1-7/8 on the new money and 1-5/8 on the restructured debt to 7/8 points. Mexico, on the other hand dropped to 13/16 from 14/16. ""They got a 1/16 reduction. We got almost a one percentage point reduction,"" he said. Asked why some features of the debt agreement such as the token prepayments of principal were not made public immediately, he said ""These are very long documents and in a press statement you can only cover the key points. But these will be made available to you."" Ongpin confirmed on Tuesday that a Reuter report from New York that Manila will pay its commercial creditors 111 mln dlrs over 1987-1989 was accurate. He omitted the token prepayments in previous announcement",0,0
12280,BANKAMERICA CORP SAYS IT PLACES 1.9 BILLION DLRS OF BRAZILIAN LOANS ON NONACCRUAL STATUS,,0,0
4377,VARIAN <VAR> GETS 19 MLN DLR SUBCONTRACT,"Varian Associates Inc said it received a 19 mln dlr subcontract from General Electric Co <GE> for 36 100 kilowatt transmitters to be used in the Air Force's advanced AN/FPS-118 over-the-horizon backscatter radar systems. Nearly 15 mln dlrs was funded immediately, Varian said. Reuter",0,0
8540,UNITED ILLUMINATING CO <UIL> TWO MONTHS FEB 28,Shr 1.51 dlr vs 1.08 dlr Net 23.1 mln vs 18.2 mln Oper revs 81.1 mln vs 86.5 mln 12 mths Shr 6.41 dlrs vs 5.77 dlrs Net 106.5 mln vs 99.2 mln Oper revs 465.8 mln vs 509.8 mln NOTE: 1987 periods do not reflect the terms of earnings stipulation agreement among the company and various departments submitted for approval on March 18. Reuter,1,1
5818,JAPAN FOREIGN SHIPBUILDING ORDERS RISE IN FEBRUARY,"New foreign shipbuilding orders received by Japanese yards in February rose to six vessels totalling 329,999 gross tons from three ships of 79,499 tons in January, the Japan Ship Exporters Association said. This compared with six ships of 125,150 gross tons a year earlier, an association official said. The backlog of orders at end-February was 157 ships of 4.41 mln gross tons against 161 ships of 4.39 mln a month earlier and 265 vessels of 6.81 mln a year earlier, an association official said. REUTER",0,0
10338,ESSILOR INTERNATIONAL <ESSI.PA> YEAR ENDED DEC 31,Provisional consolidated net attributable profit 242.1 mln francs vs 240.1 mln. Investments 318 mln vs 317 mln. Dividend on ordinary shares 45 francs vs 42 francs. Dividend on priority shares 51 francs vs 48 francs. REUTER,1,1
4147,"JACOBS SUCHARD SEES 100,000 TONNE COCOA SURPLUS","Jacobs Suchard AG expects a world cocoa surplus of around 100,000 tonnes in 1987 compared with a 104,000 tonne surplus in 1986, Jens Sroka, head of commodity buying, told a news conference. The company expects prices to remain at around current levels despite the likelihood of agreement on buffer stock rules at the forthcoming London cocoa talks, and believes market intervention by the buffer stock manager would stabilise prices. Sroka said world coffee prices are expected to remain weak if any international coffee talks fail to produce agreement. Sroka said stagnating consumption and slight overproduction will continue to weigh on coffee prices and he forecast a continued build-up in stocks. The recent failure of the London coffee talks had surprised market observers. Unless reason prevails and the major producers return to the conference table, the world coffee market will remain free and the consequences for some producers dependant on coffee for their foreign exchange earnings would be catastrophic, Sroka added. REUTER",0,0
7722,MCDONALD'S <MCD> UP ON REAFFIRMED RECOMMENDATION,"The stock of McDonald's Corp rose sharply this morning after analyst Daniel Lee of Drexel Burnham Lambert Inc reiterated his recommendation of the stock, traders said. McDonald's, an operator of fast food restaurants, rose 1-5/8 to 77-3/8. ""Comparable store sales are up 5.6 pct in 1986 vs 1985,"" Lee said, ""and the stock is trading below the market multiple."" He said ""not many companies have a consistent 15 pct annual earnings growth rate, return on equity above 20 pct, but trade at less than the market multiple."" Analyst Lee said ""the introduction of a new line of salads this spring, at about the time we are all trying to squeeze into bathing suits, should boost sales."" He also noted that ""the average McDonald's does about 1.369 mln dlrs in revenues a year. That compares with 1.1 mln dlrs a year for the average Burger King and 800,000 dlrs a year for the average Wendy's."" Since it cost about the same to build a single store for any one of these chains, he said, ""McDonald's can well justify their expansion."" Lee expects McDonald's to earn 4.40 dlrs a share in 1986 and 5.15 dlrs in 1988. Last year it earned 3.72 dlrs a share. Reuter",1,1
3980,"EIA SAYS DISTILLATE, GAS STOCKS OFF IN WEEK","Distillate fuel stocks held in primary storage fell by 8.8 mln barrels in the week ended March six to 119.6 mln barrels, the Energy Information Administration (EIA) said. In its weekly petroleum status report, the Department of Energy agency said gasoline stocks were off 500,000 barrels in the week to 251.0 mln barrels and refinery crude oil stocks fell 1.2 mln barrels to 331.8 mln. The EIA said residual fuel stocks fell 1.5 mln barrels to 36.4 mln barrels and crude oil stocks in the Strategic Petroleum Reserve (SPR) rose 200,000 barrels to 516.7 mln. The total of all crude, refined product and SPR stocks fell 10.3 mln barrels to 1,564.8, it said. Reuter",0,0
1391,ZENITH LABS <ZEN> WILL REPORT 4TH QTR LOSS,"Zenith Laboratories Inc said the company will report a fourth quarter loss, and the amount will be determined on completion of its year end audit. The company did not elaborate further. For the third quarter ended Sept 30, 1986, Zenith reported a loss of 3,451,000 dlrs or 16 cts per share, adjusted for a May 1986 2-for-1 stock split. The company also said it received Food and Drug Administration approval to market Cefadroxil, a generic version of an antibiotic with domestic sales exceeding 50 mln dlrs in 1986. Zenith said it will not market the drug until ""questions relating to the applicability of certain patents have been resolved."" Reuter",1,1
6167,VIACOM'S <VIA> MTV TO AIR IN AUSTRALIA,"Viacom INternational Inc's MTV Networks Entertainment said that portions of MTV:Music Television will begin airing on Nine Network Australia, effective April 16. The network will carry 12 hours of MTV programming weekly featuring an emphasis on local Australian artists. Australian media mogul Alan Bond agreed to acquire Nine Networks from Kerry Packer last year. Nine networks operates four broadcast television stations and affiliated regional stations in Australia. Reuter",0,0
12442,INDUSTRIAL ACTION ENDS AT SOUTH AFRICAN MINE,"About 8,000 black miners returned to work after a week-long industrial action at South Africa's largest gold mine, mine owner Anglo American Corp of South Africa Ltd <ANGL.J> said. A spokesman for the mining house said the action started on Wednesday last week when thousands of miners staged a go-slow at One underground shaft of the Free State Geduld division of Free State Consolidated Gold Mines Ltd <FSCN.J>. The action later escalated into an underground sit-in at the mine over the weekend, prompting management to close the affected shaft because of what the company described as ""the creation of unsafe working conditions."" Anglo American spokesman John Kingsley-Jones said the company held talks with the National Union of Mineworkers (NUM), South Africa's biggest trade union which claims a membership of 360,000 black workers, but failed to establish the cause of worker dissatisfaction. He acknowledged that the mine suffered a loss of production, but declined to give estimates. Free State Consolidated last year produced 104 tonnes of gold from 28 underground shafts. The NUM was not immediately available for comment on the action. But a spokesman for the union earlier told the South African Press Association that miners had been locked out of the mine at the weekend after staging a strike in protest against being ordered to carry bags containing explosives as well as food for white miners. REUTER",0,0
1328,BURST AGRITECH INC <BRZT> YEAR NOV 30 LOSS,"Net loss 705,496 vs loss 182,766 Sales 642,590 vs 1,126,315 Reuter",1,1
4242,HYDRO QUEBEC CANADIAN DLR BOND RAISED TO 150 MLN,"The Canadian dollar bond launched earlier today for Hydro Quebec has been increased to 150 mln dlrs from 125 mln, lead manager Merrill Lynch International said. REUTER",0,0
14656,SENATE EXTENDS DAIRY COMMISSION REPORT,"The Senate approved legislation to extend until March 31, 1988 the date for the National Commission on Dairy Policy to report on the federal milk price support program and the dairy industry. The report is to recommend whether the Agriculture Department should have continued authority to reduce the milk price support level. The one year extension was required due to delays in setting up the commission. Reuter",0,0
9928,MICHIGAN GENERAL <MGL> TO SELL KRESTMARK UNIT,"Michigan General Corp said it agreed to sell substantially all of the assets and certain liabilities of its Krestmark subsidiaries to LCB Holdings Inc for 6.5 mln dlrs cash. Sale of Texas-based Krestmark, a maker of doors, door frames and other products, will allow Michigan General to concentrate on retailing through its Diamond Lumber and Savannah Wholesale units. Proceeds of the sale will be used to reduce debt. The deal is subject to execution of a definitive agreement. Krestmark had revenues of about 40 mln dlrs and operating losses of three mln dlrs in 1986, the company said. It has been accounted for as a discontinued operation since last September. Dallas-based LCB is a privately-held maker of structural steel joists and rack and storage handling systems. Michigan General also said its Diamond Lumber homebuilding products retail unit closed nine unprofitable stores in the first quarter and reduced its headquarters staff by 10 pct. The nine closed stores, which had pretax operating losses of 1.7 mln dlrs in 1986, are being sold to provide cash for operations. About 4.5 mln dlrs of inventory from the stores is being transferred to other locations, the company said. Reuter",0,0
11855,SUN LIFE ASSURANCE profit up,Year 1986 DIV 18.1p making 28.5p vs 23.74p PROFIT AFTER TAX 17.4 mln stg vs 14.1 mln TAX 0.7 mln stg vs 0.2 mln Bonus distribution rose to new record level of 125.1 mln stg vs 114.9 mln in 1985 Full name of company is Sun Life Assurance Society Plc <SULL.L>. REUTER,1,1
7750,FEDDERS <FJQ> OFFERS PREFERRED STOCK,"Fedders Corp said an offering of 1,500,000 shares of 1.75 dlr convertible exchangeable preferred stock is under way at 25 dlrs per share through underwriters led by Bear Stearns Cos Inc <BSC>. The preferred is convertible at any time into common stock at 9.50 dlrs a share and is exchangeable after two years at Fedders' option for seven pct convertible subordinated debentures due 2012. Reuter",0,0
3487,GENENTECH SETS 100 MLN DLRS OF CONVERTIBLE BONDS,"Genetech Inc <GENE.O> is issuing a 100 mln dlr convertible bond due March 30, 2002 with an indicated coupon of five to 5-1/2 pct and an issue price of par, Credit Suisse First Boston (CSFB) said as lead manager. Genentech's stock closed at 58-5/8 on the New York Stock Exchange last night. CSFB said final terms, to be set around March 12, anticipate a conversion premium of 20 to 25 pct. The securities will be available in bearer or registered form in denominations of 5,000 dlrs each. The deal is callable immediately at 106 for the first three years, declining by one pct per year each year thereafter. However, if the stock price rises to more than 130 pct of the conversion level, the issue will be callable immediately, CSFB said. PaineWebber is co-lead manager. Fees consist of a 1-1/2 pct selling concession and a one pct combined management and underwriting fee. REUTER",0,0
7997,JOHN HANCOCK UNITS DUMP STAKE IN PRICE <PR>,"Subsidiaries of John Hancock Mutual Life Insurance Co told the Securities and Exchange Commission they sold their entire 13.1 pct stake in Price Communications Corp back to the company. The Hancock subsidiaries said they sold their entire 1,627,603-share stake in Price Communications to the company for 11 dlrs a share on Feb 23. Reuter",0,0
5080,TRIBUNE <TRB> COMPLETES CABLE SYSTEM SALE,"Tribune Co said it completed the sale of the Danville, Va., cable television system to Cablevision Industries Ltd Partnership, affiliated with Cablevision Industries Inc of Liberty, N.Y. It said the Danville system was one of two systems acquired by Tribune on September 30, 1986 as part of its purchase of The Daily Press Inc, publisher of the Newport News Daily Press and The Times-Herald. Agreements to sell both systems for a total of 100 mln dlrs were reached in October. Sale of the Newport News system was completed in December. Reuter",0,0
7961,"FREIGHT, INSURANCE PROPOSED FOR CCC SALES - USDA","the U.S. Agriculture Department is proposing to permit coverage of freight cost and marine and war risk insurance for sales of all agricultural commodities sold on credit terms under the Commodity Credit Corporation's, CCC, credit guarantee programs. The proposal only applies to commodities that are sold by exporters on a cost and freight, C and F, or cost, insurance and freight, CIF, basis, since these costs would be included in the exporter's sale price to the foreign buyer, it said. Under current programs, freight costs can be covered only for export sales of U.S. breeding animals. It asked for comments on the proposal by April 20. Reuter",0,0
3230,PIEZO <PEPI> PREFERRED HOLDERS SEEK BOARD SEATS,"A group of brokerage executives with a 25.25 pct stake in the cumulative convertible preferred stock of Piezo Electric Products Inc said it will seek two seats on the company's board of directors. In a filing with the Securities and Exchange Commission, Providence Securities Inc, a Providence, R.I. brokerage firm, and two executives said they will seek the seats that opened because of a dividend payment default to preferred holders. The firm, its president, Thomas DePetrillo, and its vice president, Vincent DiGuilio, also said they may seek additional representation on the company's board. The Cambridge, Mass., research firm defaulted on dividends to preferred holders on January 31, which automatically gives preferred holders the right to elect two directors, the executives said. The firm and its two executives, who hold a combined 104,500 preferred shares, said they originally bought their stake as an investment, but are also trying to motivate the company into reinstating dividends. DePetrillo said he has proposed that the preferred conversion rate change to 85-to-one from 10-to-one and that dividends be cut to 10 cts a share from 1.10 dlrs. Reuter",0,0
6865,<TRIDEL ENTERPRISES INC> YEAR NET,"Shr 1.05 dlrs vs 51 cts Net 8,500,000 vs 4,100,000 Revs 183.2 mln vs 136.6 mln Reuter",1,1
8276,CITIZENS GROWTH <CITGS> OMITS QUARTERLY DIVIDEND,"Citizens Growth Properties said it ommitted its regular quartelry dividend as a result of decreased earnings, principally attributable to the default by a borrower of the trust's laargest mortgage loan. The trust last paid 12 cts on January 28. The trust said it also reaffirmed a limited share repurchase program subject to available cash flow in light of the defaulted mortgage. Reuter",1,1
13126,<DREYFUS A BONDS PLUS INC> MONTHLY PAYOUT,Mtly div 10.4 cts vs 10.8 cts prior Paid April 1 Record March 31 Reuter,1,1
5776,INDIAN OIL/GAS COMMISSION GETS 26.5 MLN DLR CREDIT,"The <Oil and Natural Gas Commission> of India has signed for a 26.5 mln U.S. Dlr Italian buyers' credit, co-lead manager Bankers Trust Co said. It said the 12-year facility, guaranteed by the Indian government, carries interest at a fixed rate of 7.40 pct. Repayment starts in 1989 and is in 20 semi-annual instalments. Italy's export credit agency Mediocredito Centrale provides an undisclosed interest subsidy to the lenders. The other lead managers are State Bank of India and Grindlays Bank Plc. Managers are Irving Trust Co, Toyo Trust and Banking Co Ltd and Standard Chartered Bank. REUTER",0,0
3493,INDONESIAN BANKS RAISE INTEREST RATES,"A tight money market has pushed interest rates on three to six month time deposits to between 15 and 18 pct from 13 to 15 pct a month ago, bankers said. March is usually a tight month for the money market because of tax payments and banks' need to attract funds for their year-end accounts on March 31. This year the situation has been made worse by December's rush to buy dollars by companies and businessmen who feared imposition of exchange controls. Much of that outflow has yet to be converted back into rupiah. ""A lot of small money has come back in, but the big money is holding out until after April,"" one U.S. Banker said. The tight money policy of Bank Indonesia, the central bank, is helping to keep rates high. Short-term lending rates now average 25 pct a year, with no prospect they will be lowered soon, the bankers said. Central Bank governor Arifin Siregar said earlier this week that Indonesia could look forward to better economic prospects in 1987/88, but added the ""speculators"" who led a run on the rupiah late last year could again pose problems. Indonesia holds general elections on April 23, the first in five years, and most businessmen expect no new government economic packages or incentives before then. ""Some people are nervous about what the government will do after the election,"" one banker said. ""They normally try to do things before the IGGI (Inter-Governmental Group on Indonesia) meeting (in June) to prove they are doing something about the economy to show they",0,0
3089,IMATRON <IMAT> SELLS STAKE TO MITSUI <MITSY>,"Imatron Inc said Mitsui and Co Ltd of Japan has purchased a two mln dlr equity interest in Imatron at market price and was granted a 120-day option to make another two mln dlr investment at the same price. Imatron said Mitsui, the exclusive importer of Imatron's Ultrafast computed tomography scanners into Japan, is scheduled to take delivery of its first scanner next month for installation in a large cardiology center. It said it has entered into preliminary discussions with Mitsui on the formation of a joint venture to finance the accelerated development of Imatron's technology and its commercialization in Japan. Reuter",0,0
